source_id,reference_text,model_name,candidate_text,prompt_type,rouge1_f1,rouge2_f1,rougeL_f1,meteor,reference_tokens,candidate_tokens
2-s2.0-105029163292,"This research evaluates the performance of a compact, lightweight, dual-band switched-beam antenna designed for 5G sub-6 GHz communications, operating at 0.7 GHz and 2.6 GHz. The antenna structure integrates grooves and parasitic features to improve bandwidth performance. Three machine learning models, decision tree, random forest, and XGBoost, are utilized to optimize seven critical dimensional parameters for the achievement of broadband operation. The model is trained using 244 samples collected from 305 simulated datasets designed by CST Microwave Studio to replicate an extensive selection of conditions, targeting resonance frequencies and corresponding bandwidths. Beam steering is achieved with the incorporation of a short-circuit mechanism, allowing the antenna to guide its main beam in two directions across both frequency bands. The proposed design attains bandwidths of 21.65 MHz at 0.63 GHz and 192.89 MHz at 2.48 GHz, representing enhancements of 11.52 MHz (113.72%) and 128.72 MHz (200.59%), respectively, in comparison with the conventional reference antenna. The design was evaluated using simulation and empirical measurement, demonstrating significant concordance and affirming the antenna’s efficacy in beam switching and wideband dual-band functionality. Its simple structure, compact dimensions, and machine learning performance provide a promising alternative for next-generation wireless systems. © The Author(s) 2025.",gemma-2-9b-it,"The increasing demand for high-performance wireless communication in 5G sub-6 GHz networks necessitates the development of compact and efficient antenna designs. This study investigates a novel dual-band switched-beam antenna operating at 0.7 GHz and 2.6 GHz, incorporating grooves and parasitic elements to enhance bandwidth performance.  Machine learning algorithms, specifically decision tree, random forest, and XGBoost, are employed to optimize seven key antenna dimensions for achieving broadband operation. The models are trained on a comprehensive dataset of 244 samples derived from 305 simulated antenna configurations generated using CST Microwave Studio.  This dataset encompasses a wide range of operating conditions, focusing on resonance frequencies and corresponding bandwidths.  A short-circuit mechanism enables beam steering in two directions across both frequency bands.  Simulation and experimental results demonstrate significant improvements in bandwidth compared to a conventional antenna design, achieving 21.65 MHz at 0.63 GHz and 192.89 MHz at 2.48 GHz, representing increases of 113.72% and 200.59%, respectively.  The compact structure, dual-band functionality, and successful implementation of machine learning optimization techniques position this antenna as a promising candidate for next-generation wireless communication systems.",factual,0.6600985221674878,0.37128712871287123,0.522167487684729,0.5931303116147308,214,192
2-s2.0-105029163292,"This research evaluates the performance of a compact, lightweight, dual-band switched-beam antenna designed for 5G sub-6 GHz communications, operating at 0.7 GHz and 2.6 GHz. The antenna structure integrates grooves and parasitic features to improve bandwidth performance. Three machine learning models, decision tree, random forest, and XGBoost, are utilized to optimize seven critical dimensional parameters for the achievement of broadband operation. The model is trained using 244 samples collected from 305 simulated datasets designed by CST Microwave Studio to replicate an extensive selection of conditions, targeting resonance frequencies and corresponding bandwidths. Beam steering is achieved with the incorporation of a short-circuit mechanism, allowing the antenna to guide its main beam in two directions across both frequency bands. The proposed design attains bandwidths of 21.65 MHz at 0.63 GHz and 192.89 MHz at 2.48 GHz, representing enhancements of 11.52 MHz (113.72%) and 128.72 MHz (200.59%), respectively, in comparison with the conventional reference antenna. The design was evaluated using simulation and empirical measurement, demonstrating significant concordance and affirming the antenna’s efficacy in beam switching and wideband dual-band functionality. Its simple structure, compact dimensions, and machine learning performance provide a promising alternative for next-generation wireless systems. © The Author(s) 2025.",qwen-2.5-7b-instruct,"This study investigates the application of machine learning techniques to optimize the design of a dual-band switched-beam antenna operating at 0.7 GHz and 2.6 GHz within the 5G sub-6 GHz band. The antenna incorporates groove and parasitic elements to enhance its bandwidth performance. Three machine learning algorithms—decision tree, random forest, and XGBoost—are employed to refine seven key dimensions, aiming to achieve broadband operation. The models are trained on 244 samples derived from 305 simulated datasets generated by CST Microwave Studio, covering a broad range of operational scenarios. Beam steering is enabled through a short-circuit mechanism, allowing the antenna to direct its main beam in two directions across both frequency bands. Simulation results indicate that the proposed design achieves bandwidths of 21.65 MHz at 0.63 GHz and 192.89 MHz at 2.48 GHz, marking improvements of 11.52 MHz (113.72%) and 128.72 MHz (200.59%) over a conventional reference antenna. Both simulation and empirical measurements confirm the antenna's effectiveness in beam switching and wideband dual-band operation. The design's simplicity and compactness, coupled with superior performance, make it a promising solution for next-generation wireless communication systems.",factual,0.7132530120481927,0.49878934624697335,0.6265060240963856,0.670238434981316,214,201
2-s2.0-105029163292,"This research evaluates the performance of a compact, lightweight, dual-band switched-beam antenna designed for 5G sub-6 GHz communications, operating at 0.7 GHz and 2.6 GHz. The antenna structure integrates grooves and parasitic features to improve bandwidth performance. Three machine learning models, decision tree, random forest, and XGBoost, are utilized to optimize seven critical dimensional parameters for the achievement of broadband operation. The model is trained using 244 samples collected from 305 simulated datasets designed by CST Microwave Studio to replicate an extensive selection of conditions, targeting resonance frequencies and corresponding bandwidths. Beam steering is achieved with the incorporation of a short-circuit mechanism, allowing the antenna to guide its main beam in two directions across both frequency bands. The proposed design attains bandwidths of 21.65 MHz at 0.63 GHz and 192.89 MHz at 2.48 GHz, representing enhancements of 11.52 MHz (113.72%) and 128.72 MHz (200.59%), respectively, in comparison with the conventional reference antenna. The design was evaluated using simulation and empirical measurement, demonstrating significant concordance and affirming the antenna’s efficacy in beam switching and wideband dual-band functionality. Its simple structure, compact dimensions, and machine learning performance provide a promising alternative for next-generation wireless systems. © The Author(s) 2025.",mistral-7b-instruct-v0.3,"This study investigates the efficiency of a novel, compact, and lightweight dual-band switched-beam antenna, designed for 5G sub-6 GHz communications, operating at 0.7 GHz and 2.6 GHz. The antenna design incorporates grooves and parasitic elements to enhance bandwidth performance. Three machine learning models, specifically decision tree, random forest, and XGBoost, are employed to optimize seven crucial dimensional parameters for broadband operation. The models are trained on 244 samples derived from 305 simulated datasets generated by CST Microwave Studio, encompassing a wide range of conditions to target resonance frequencies and corresponding bandwidths. Beam steering is accomplished through the inclusion of a short-circuit mechanism, enabling the antenna to direct its main beam in two directions across both frequency bands. The proposed design achieves bandwidths of 21.65 MHz at 0.63 GHz and 192.89 MHz at 2.48 GHz, representing improvements of 11.52 MHz (113.72%) and 128.72 MHz (200.59%) compared to a conventional reference antenna. The design's performance in beam switching and wideband dual-band functionality was validated through simulation and experimental measurements, demonstrating strong agreement and confirming its effectiveness. Its streamlined structure, compact dimensions, and machine learning optimization make it a promising candidate for future wireless systems. © The Author(s) 2025.",factual,0.7746478873239436,0.5990566037735849,0.7417840375586855,0.7481589429459147,214,212
2-s2.0-105029162449,"Background: Patient Length of Stay (LOS) is a critical indicator of hospital efficiency, impacting resource allocation, costs, and care quality. Predicting LOS is especially challenging in resource-limited settings due to data skewness, outlier sensitivity, and imbalanced datasets. Machine learning (ML) offers potential solutions but requires validation in low-resource contexts. Objective: To develop and evaluate ML models for predicting prolonged LOS (≥ 6 days) at Debre Markos Comprehensive SpecializedHospital, Ethiopia, using electronic health records (EHRs) to optimize operational planning. Methods and materials: A retrospective analysis of 27,268 patient records (2017–2024) from four hospital wards was conducted. Data preprocessing included feature engineering, one-hot encoding, and addressing class imbalance (20,768 “Not Prolonged” vs. 6,500 “Prolonged”) using the Synthetic Minority Oversampling Technique (SMOTE). Eight ML models (Logistic Regression, Decision Tree, Random Forest, Gradient Boosting, MLP, SVM, KNN, Naïve Bayes) were trained (80% training, 20% testing with 5-fold cross-validation) and evaluated using accuracy, precision, recall, F1-score, and AUC-ROC. Feature importance was assessed via permutation analysis. Results: Key demographics: 62.3% rural patients, peak age 29–49 years (26.8%), with a sharp hospitalization decline post-2021 (regional conflict impact). SMOTE significantly improved model performance, particularly in terms of recall and F1-scores. Gradient Boosting outperformed others (AUC: 0.70, Accuracy: 81%, Precision: 72%, Recall: 63%, F1-score: 0.76). Top predictors of prolonged LOS were ward type (Medical/Surgical/Pediatrics), age (29–65 years), pregnancy-related conditions, respiratory/digestive diagnoses, and rural residence. Conclusion: Gradient Boosting with SMOTE effectively predicts prolonged LOS in resource-constrained settings using EHR data. Implementation of ML-driven LOS prediction can enhance bed management, staffing, and resource allocation, aligning with Ethiopia’s Health Sector Transformation Plan (HSTP) goals for efficient healthcare delivery. Future work should focus on real-time validation and integration into hospital systems. © The Author(s) 2025.",llama-3.1-8b-instruct,"Predicting Patient Length of Stay (LOS) is a crucial task for optimizing hospital efficiency, resource allocation, and care quality in resource-limited settings. However, the inherent challenges of data skewness, outlier sensitivity, and imbalanced datasets make it a daunting task. Machine learning (ML) has been proposed as a potential solution, but its effectiveness in low-resource contexts remains unexplored. This study aims to develop and evaluate ML models for predicting prolonged LOS (≥ 6 days) at Debre Markos Comprehensive Specialized Hospital in Ethiopia, utilizing electronic health records (EHRs) to inform operational planning. A retrospective analysis of 27,268 patient records from 2017 to 2024 was conducted, with data preprocessing involving feature engineering, one-hot encoding, and addressing class imbalance using the Synthetic Minority Oversampling Technique (SMOTE). Eight ML models were trained and evaluated using accuracy, precision, recall, F1-score, and AUC-ROC metrics, with feature importance assessed via permutation analysis. The results indicate that SMOTE significantly improved model performance, particularly in terms of recall and F1-scores. Gradient Boosting emerged as the top-performing model, achieving an AUC of 0.70, accuracy of 81%, precision of 72%, recall of 63%, and F1-score of 0.76. The key predictors of prolonged LOS were identified as ward type, age, pregnancy-related conditions, respiratory/digestive diagnoses, and rural residence. The findings suggest that Gradient Boosting with SMOTE can effectively predict prolonged LOS in resource-constrained settings using EHR data, offering potential benefits for bed management, staffing, and resource allocation. The results align with Ethiopia's Health Sector Transformation Plan goals for efficient healthcare delivery, and future work should focus on real-time validation and integration into hospital systems.",factual,0.7363013698630136,0.536082474226804,0.6883561643835616,0.6802264348353008,309,275
2-s2.0-105029162449,"Background: Patient Length of Stay (LOS) is a critical indicator of hospital efficiency, impacting resource allocation, costs, and care quality. Predicting LOS is especially challenging in resource-limited settings due to data skewness, outlier sensitivity, and imbalanced datasets. Machine learning (ML) offers potential solutions but requires validation in low-resource contexts. Objective: To develop and evaluate ML models for predicting prolonged LOS (≥ 6 days) at Debre Markos Comprehensive SpecializedHospital, Ethiopia, using electronic health records (EHRs) to optimize operational planning. Methods and materials: A retrospective analysis of 27,268 patient records (2017–2024) from four hospital wards was conducted. Data preprocessing included feature engineering, one-hot encoding, and addressing class imbalance (20,768 “Not Prolonged” vs. 6,500 “Prolonged”) using the Synthetic Minority Oversampling Technique (SMOTE). Eight ML models (Logistic Regression, Decision Tree, Random Forest, Gradient Boosting, MLP, SVM, KNN, Naïve Bayes) were trained (80% training, 20% testing with 5-fold cross-validation) and evaluated using accuracy, precision, recall, F1-score, and AUC-ROC. Feature importance was assessed via permutation analysis. Results: Key demographics: 62.3% rural patients, peak age 29–49 years (26.8%), with a sharp hospitalization decline post-2021 (regional conflict impact). SMOTE significantly improved model performance, particularly in terms of recall and F1-scores. Gradient Boosting outperformed others (AUC: 0.70, Accuracy: 81%, Precision: 72%, Recall: 63%, F1-score: 0.76). Top predictors of prolonged LOS were ward type (Medical/Surgical/Pediatrics), age (29–65 years), pregnancy-related conditions, respiratory/digestive diagnoses, and rural residence. Conclusion: Gradient Boosting with SMOTE effectively predicts prolonged LOS in resource-constrained settings using EHR data. Implementation of ML-driven LOS prediction can enhance bed management, staffing, and resource allocation, aligning with Ethiopia’s Health Sector Transformation Plan (HSTP) goals for efficient healthcare delivery. Future work should focus on real-time validation and integration into hospital systems. © The Author(s) 2025.",gemma-2-9b-it,"Patient Length of Stay (LOS) is a crucial metric for hospital efficiency, influencing resource allocation, costs, and care quality. Predicting LOS is particularly challenging in resource-limited settings due to data characteristics such as skewness, outlier sensitivity, and class imbalance. This study aimed to develop and evaluate machine learning (ML) models for predicting prolonged LOS (≥ 6 days) at Debre Markos Comprehensive Specialized Hospital in Ethiopia, utilizing electronic health records (EHRs) to optimize operational planning.  A retrospective analysis of 27,268 patient records from four hospital wards spanning 2017 to 2024 was conducted. Data preprocessing involved feature engineering, one-hot encoding, and addressing class imbalance using the Synthetic Minority Oversampling Technique (SMOTE). Eight ML models, including Logistic Regression, Decision Tree, Random Forest, Gradient Boosting, MLP, SVM, KNN, and Naïve Bayes, were trained and evaluated using a 80/20 training/testing split with 5-fold cross-validation. Model performance was assessed using accuracy, precision, recall, F1-score, and AUC-ROC. Feature importance was determined through permutation analysis.  

The results demonstrated that SMOTE significantly enhanced model performance, particularly in terms of recall and F1-scores. Gradient Boosting emerged as the most accurate model, achieving an AUC of 0.70, accuracy of 81%, precision of 72%, recall of 63%, and an F1-score of 0.76.  Key predictors of prolonged LOS included ward type, age (specifically 29-65 years), pregnancy-related conditions, respiratory and digestive diagnoses, and rural residence. This study concludes that Gradient Boosting, combined with SMOTE, effectively predicts prolonged LOS in resource-constrained settings using EHR data.  Implementing ML-driven LOS prediction has the potential to improve bed management, staffing, and resource allocation, aligning with Ethiopia's Health Sector Transformation Plan goals for efficient healthcare delivery. Future research should focus on real-time validation and integration of these models into hospital systems.",factual,0.7947454844006567,0.6095551894563427,0.735632183908046,0.7712713855425628,309,300
2-s2.0-105029162449,"Background: Patient Length of Stay (LOS) is a critical indicator of hospital efficiency, impacting resource allocation, costs, and care quality. Predicting LOS is especially challenging in resource-limited settings due to data skewness, outlier sensitivity, and imbalanced datasets. Machine learning (ML) offers potential solutions but requires validation in low-resource contexts. Objective: To develop and evaluate ML models for predicting prolonged LOS (≥ 6 days) at Debre Markos Comprehensive SpecializedHospital, Ethiopia, using electronic health records (EHRs) to optimize operational planning. Methods and materials: A retrospective analysis of 27,268 patient records (2017–2024) from four hospital wards was conducted. Data preprocessing included feature engineering, one-hot encoding, and addressing class imbalance (20,768 “Not Prolonged” vs. 6,500 “Prolonged”) using the Synthetic Minority Oversampling Technique (SMOTE). Eight ML models (Logistic Regression, Decision Tree, Random Forest, Gradient Boosting, MLP, SVM, KNN, Naïve Bayes) were trained (80% training, 20% testing with 5-fold cross-validation) and evaluated using accuracy, precision, recall, F1-score, and AUC-ROC. Feature importance was assessed via permutation analysis. Results: Key demographics: 62.3% rural patients, peak age 29–49 years (26.8%), with a sharp hospitalization decline post-2021 (regional conflict impact). SMOTE significantly improved model performance, particularly in terms of recall and F1-scores. Gradient Boosting outperformed others (AUC: 0.70, Accuracy: 81%, Precision: 72%, Recall: 63%, F1-score: 0.76). Top predictors of prolonged LOS were ward type (Medical/Surgical/Pediatrics), age (29–65 years), pregnancy-related conditions, respiratory/digestive diagnoses, and rural residence. Conclusion: Gradient Boosting with SMOTE effectively predicts prolonged LOS in resource-constrained settings using EHR data. Implementation of ML-driven LOS prediction can enhance bed management, staffing, and resource allocation, aligning with Ethiopia’s Health Sector Transformation Plan (HSTP) goals for efficient healthcare delivery. Future work should focus on real-time validation and integration into hospital systems. © The Author(s) 2025.",qwen-2.5-7b-instruct,"Background: Patient Length of Stay (LOS) is a pivotal metric for assessing hospital efficiency, influencing resource allocation, financial management, and patient care quality. In resource-limited settings, predicting LOS presents unique challenges, including skewed data distributions, sensitivity to outliers, and imbalanced class sizes. Machine learning (ML) approaches offer promising solutions, yet their effectiveness in such contexts needs rigorous evaluation. Objective: This study aimed to develop and assess ML models for forecasting prolonged LOS (≥ 6 days) at Debre Markos Comprehensive Specialized Hospital in Ethiopia, leveraging electronic health records (EHRs) to improve operational planning. Methods and materials: A retrospective review of 27,268 patient records spanning from 2017 to 2024 across four hospital wards was performed. Data preprocessing involved feature engineering, one-hot encoding, and addressing class imbalance through the Synthetic Minority Oversampling Technique (SMOTE). Eight ML algorithms—Logistic Regression, Decision Tree, Random Forest, Gradient Boosting, Multi-Layer Perceptron (MLP), Support Vector Machine (SVM), K-Nearest Neighbors (KNN), and Naïve Bayes—were trained using an 80/20 split with 5-fold cross-validation and evaluated based on accuracy, precision, recall, F1-score, and Area Under the Receiver Operating Characteristic Curve (AUC-ROC). Feature importance was determined through permutation analysis. Results: Demographic insights revealed that 62.3% of patients were from rural areas, with a peak age group of 29–49 years (26.8%) and a notable decrease in hospitalizations post-2021 attributed to regional conflicts. SMOTE significantly enhanced model performance, especially in recall and F1-scores. Among the models, Gradient Boosting demonstrated superior performance (AUC: 0.70, Accuracy: 81%, Precision: 72%, Recall: 63%, F1-score: 0.76). Key predictors of prolonged LOS included ward type (Medical/Surgical/Pediatrics), age (29–65 years), pregnancy-related conditions, respiratory and digestive diagnoses, and rural residence",factual,0.6911519198664442,0.4455611390284757,0.6176961602671118,0.631306065595207,309,290
2-s2.0-105029162449,"Background: Patient Length of Stay (LOS) is a critical indicator of hospital efficiency, impacting resource allocation, costs, and care quality. Predicting LOS is especially challenging in resource-limited settings due to data skewness, outlier sensitivity, and imbalanced datasets. Machine learning (ML) offers potential solutions but requires validation in low-resource contexts. Objective: To develop and evaluate ML models for predicting prolonged LOS (≥ 6 days) at Debre Markos Comprehensive SpecializedHospital, Ethiopia, using electronic health records (EHRs) to optimize operational planning. Methods and materials: A retrospective analysis of 27,268 patient records (2017–2024) from four hospital wards was conducted. Data preprocessing included feature engineering, one-hot encoding, and addressing class imbalance (20,768 “Not Prolonged” vs. 6,500 “Prolonged”) using the Synthetic Minority Oversampling Technique (SMOTE). Eight ML models (Logistic Regression, Decision Tree, Random Forest, Gradient Boosting, MLP, SVM, KNN, Naïve Bayes) were trained (80% training, 20% testing with 5-fold cross-validation) and evaluated using accuracy, precision, recall, F1-score, and AUC-ROC. Feature importance was assessed via permutation analysis. Results: Key demographics: 62.3% rural patients, peak age 29–49 years (26.8%), with a sharp hospitalization decline post-2021 (regional conflict impact). SMOTE significantly improved model performance, particularly in terms of recall and F1-scores. Gradient Boosting outperformed others (AUC: 0.70, Accuracy: 81%, Precision: 72%, Recall: 63%, F1-score: 0.76). Top predictors of prolonged LOS were ward type (Medical/Surgical/Pediatrics), age (29–65 years), pregnancy-related conditions, respiratory/digestive diagnoses, and rural residence. Conclusion: Gradient Boosting with SMOTE effectively predicts prolonged LOS in resource-constrained settings using EHR data. Implementation of ML-driven LOS prediction can enhance bed management, staffing, and resource allocation, aligning with Ethiopia’s Health Sector Transformation Plan (HSTP) goals for efficient healthcare delivery. Future work should focus on real-time validation and integration into hospital systems. © The Author(s) 2025.",mistral-7b-instruct-v0.3,"In the realm of healthcare, predicting Patient Length of Stay (LOS) is of paramount importance, as it significantly influences hospital efficiency, resource allocation, cost management, and quality of care. However, predicting LOS in resource-limited settings poses challenges due to data skewness, outlier sensitivity, and imbalanced datasets. This study aims to address this gap by developing and evaluating Machine Learning (ML) models for predicting prolonged LOS (≥ 6 days) at Debre Markos Comprehensive Specialized Hospital, Ethiopia, using Electronic Health Records (EHRs) to optimize operational planning.

A retrospective analysis of 27,268 patient records from four hospital wards spanning 2017-2024 was conducted. Data preprocessing techniques, including feature engineering, one-hot encoding, and the Synthetic Minority Oversampling Technique (SMOTE) to address class imbalance (20,768 ""Not Prolonged"" vs. 6,500 ""Prolonged""), were employed. Eight ML models (Logistic Regression, Decision Tree, Random Forest, Gradient Boosting, Multi-Layer Perceptron, Support Vector Machine, K-Nearest Neighbors, and Naïve Bayes) were trained and evaluated using accuracy, precision, recall, F1-score, and Area Under the Receiver Operating Characteristic Curve (AUC-ROC). The importance of features was assessed via permutation analysis.

The analysis revealed key demographic trends, such as a predominance of rural patients (62.3%), a peak age range of 29-49 years (26.8%), and a sharp hospitalization decline post-2021 due to regional conflict. The application of SMOTE significantly improved model performance, particularly in terms of recall and F1-scores. Among the models, Gradient Boosting demonstrated the best performance (AUC: 0.70, Accuracy:",factual,0.6355475763016158,0.46846846846846846,0.5493716337522442,0.5593473564790572,309,248
2-s2.0-105029159849,"Solid solution strengthening is a key mechanism for enhancing the strength of high-entropy alloys (HEAs). However, conventional strengthening theories fail to capture the complex environments in HEAs. Here, we present a data-driven framework to investigate the composition-dependent intrinsic strength of FCC HEAs. Using large-scale molecular dynamics simulations, we compute dislocation mobility under various temperatures and compositions, revealing jerky and wavy glide behavior due to fluctuating local pinning. The critical resolved shear stress (CRSS) at 0 K is extracted from these data, and a linear correlation is revealed between CRSS and the standard deviation of atomic pinning strength. Then, we propose atomic features describing local structural and compositional fluctuations and construct a symbolic model to predict the atomic pinning strength variability from these features, using the Sure Independence Screening and Sparsifying Operator method. This framework provides both mechanistic insight and predictive capability for the design of strong, compositionally complex alloys. © The Author(s) 2026.",llama-3.1-8b-instruct,"This study aims to elucidate the intrinsic strength of face-centered cubic (FCC) high-entropy alloys (HEAs) through a data-driven approach. Conventional strengthening theories have limitations in capturing the complex behavior of HEAs, necessitating a novel framework to investigate the composition-dependent strength of these alloys. Utilizing large-scale molecular dynamics simulations, we investigate the dislocation mobility in HEAs under various temperatures and compositions, revealing a complex glide behavior characterized by jerky and wavy motion due to localized pinning. Our analysis at 0 K yields a critical resolved shear stress (CRSS) that correlates linearly with the standard deviation of atomic pinning strength. To further understand the underlying mechanisms, we identify atomic features describing local structural and compositional fluctuations, and develop a symbolic model to predict the variability of atomic pinning strength using the Sure Independence Screening and Sparsifying Operator method. This framework offers a comprehensive understanding of the intrinsic strength of HEAs and provides a predictive tool for designing strong, compositionally complex alloys with tailored properties.",factual,0.691358024691358,0.44720496894409945,0.5617283950617283,0.6515987773669595,157,167
2-s2.0-105029159849,"Solid solution strengthening is a key mechanism for enhancing the strength of high-entropy alloys (HEAs). However, conventional strengthening theories fail to capture the complex environments in HEAs. Here, we present a data-driven framework to investigate the composition-dependent intrinsic strength of FCC HEAs. Using large-scale molecular dynamics simulations, we compute dislocation mobility under various temperatures and compositions, revealing jerky and wavy glide behavior due to fluctuating local pinning. The critical resolved shear stress (CRSS) at 0 K is extracted from these data, and a linear correlation is revealed between CRSS and the standard deviation of atomic pinning strength. Then, we propose atomic features describing local structural and compositional fluctuations and construct a symbolic model to predict the atomic pinning strength variability from these features, using the Sure Independence Screening and Sparsifying Operator method. This framework provides both mechanistic insight and predictive capability for the design of strong, compositionally complex alloys. © The Author(s) 2026.",gemma-2-9b-it,"High-entropy alloys (HEAs) exhibit enhanced strength through solid solution strengthening, but traditional theories struggle to explain the complex interactions within these alloys. This study employs a data-driven approach to investigate the relationship between composition and intrinsic strength in face-centered cubic HEAs. Extensive molecular dynamics simulations were conducted to analyze dislocation mobility across a range of temperatures and compositions, revealing characteristic jerky and wavy glide patterns attributed to fluctuating local pinning forces.  The critical resolved shear stress (CRSS) at absolute zero temperature was determined from these simulations, and a linear correlation was established between CRSS and the standard deviation of atomic pinning strength.  To predict the variability in atomic pinning strength, a symbolic model was developed using features that characterize local structural and compositional fluctuations. This model, constructed with the Sure Independence Screening and Sparsifying Operator method, offers both mechanistic understanding and predictive capability for the development of strong, compositionally complex alloys.",factual,0.67524115755627,0.4401294498381877,0.5594855305466239,0.6192441324540878,157,154
2-s2.0-105029159849,"Solid solution strengthening is a key mechanism for enhancing the strength of high-entropy alloys (HEAs). However, conventional strengthening theories fail to capture the complex environments in HEAs. Here, we present a data-driven framework to investigate the composition-dependent intrinsic strength of FCC HEAs. Using large-scale molecular dynamics simulations, we compute dislocation mobility under various temperatures and compositions, revealing jerky and wavy glide behavior due to fluctuating local pinning. The critical resolved shear stress (CRSS) at 0 K is extracted from these data, and a linear correlation is revealed between CRSS and the standard deviation of atomic pinning strength. Then, we propose atomic features describing local structural and compositional fluctuations and construct a symbolic model to predict the atomic pinning strength variability from these features, using the Sure Independence Screening and Sparsifying Operator method. This framework provides both mechanistic insight and predictive capability for the design of strong, compositionally complex alloys. © The Author(s) 2026.",qwen-2.5-7b-instruct,"This study explores the intrinsic strength of face-centered cubic (FCC) high-entropy alloys (HEAs) through a data-driven approach, addressing limitations of traditional strengthening theories in these materials. By employing extensive molecular dynamics simulations across diverse temperatures and compositions, we elucidate the dislocation mobility patterns, characterized by jerky and wavy behaviors resulting from localized pinning effects. At absolute zero temperature, we determine the critical resolved shear stress (CRSS), finding a linear relationship between CRSS and the variance in atomic pinning strength. Subsequently, we develop a symbolic model to quantify the variability in atomic pinning strength using specific atomic features that describe local structural and compositional fluctuations. Leveraging the Sure Independence Screening and Sparsifying Operator method, our model offers both a deeper understanding of the underlying mechanisms and a robust predictive tool for the design of highly strengthened, compositionally intricate HEAs.",factual,0.5906040268456376,0.31756756756756754,0.4161073825503356,0.5111662817628727,157,141
2-s2.0-105029159849,"Solid solution strengthening is a key mechanism for enhancing the strength of high-entropy alloys (HEAs). However, conventional strengthening theories fail to capture the complex environments in HEAs. Here, we present a data-driven framework to investigate the composition-dependent intrinsic strength of FCC HEAs. Using large-scale molecular dynamics simulations, we compute dislocation mobility under various temperatures and compositions, revealing jerky and wavy glide behavior due to fluctuating local pinning. The critical resolved shear stress (CRSS) at 0 K is extracted from these data, and a linear correlation is revealed between CRSS and the standard deviation of atomic pinning strength. Then, we propose atomic features describing local structural and compositional fluctuations and construct a symbolic model to predict the atomic pinning strength variability from these features, using the Sure Independence Screening and Sparsifying Operator method. This framework provides both mechanistic insight and predictive capability for the design of strong, compositionally complex alloys. © The Author(s) 2026.",mistral-7b-instruct-v0.3,"In the realm of high-entropy alloys (HEAs), solid solution strengthening plays a pivotal role in enhancing their mechanical strength. Traditional strengthening theories often fall short in accounting for the intricate environments within HEAs. This study introduces a data-driven framework to examine the composition-dependent inherent strength of Face-Centered Cubic (FCC) HEAs. Employing large-scale molecular dynamics simulations, we quantify dislocation mobility across diverse temperatures and compositions, uncovering jerky and wavy glide patterns resulting from transient local pinning. The critical resolved shear stress (CRSS) at absolute zero is derived from these findings, and a linear relationship is established between CRSS and the standard deviation of atomic pinning strength. Subsequently, we identify atomic features that describe local structural and compositional fluctuations and construct a symbolic model to forecast the variability in atomic pinning strength based on these features, utilizing the Sure Independence Screening and Sparsifying Operator method. This framework offers valuable mechanistic insights and predictive capabilities for the development of robust, compositionally complex alloys, potentially revolutionizing the design of materials with enhanced strength properties. © The Author(s) 2026.",factual,0.7023809523809524,0.46706586826347307,0.6369047619047618,0.6874486624446565,157,179
2-s2.0-105029159778,"Automated grading of essays has a considerable contribution to improving the efficiency of English education by reducing human bias and scalability in assessment. The paper presents a new hybrid scoring model using Bi LSTM, Transformer encoder and Light GBM to overcome the weaknesses inherent in conventional rule-based and machine learning methods. The paper utilizes the Deep Essays Dataset provided by Kaggle with diverse student populations with human-annotated scores. The approach entailed deep text preprocessing, shallow and semantic feature extraction and context representation fusion assisted by Bi LSTM and Transformer layers. These features are used as input to a Light GBM regressor for end score prediction. Experiments with large-scale data show that the new model outperforms all the current methods substantially on RMSE, MAE and Pearson correlation metrics. Moreover, the evaluation metrics like accuracy, precision, recall and F1-score are always more than 99%, which is a witness to the stability of the model. The graphical analysis using ROC and PR plots also serves as a witness to the robustness of the system. The findings prove the effectiveness of blending deep neural networks and gradient boosting to detect linguistic and semantic patterns in essays. This system represents a promising innovation in automated scoring technology, to lead to fair, reliable and scalable assessment in English learning. © The Author(s) 2026.",llama-3.1-8b-instruct,"Automated essay grading has the potential to revolutionize English education by minimizing human bias and increasing assessment scalability. To address the limitations of traditional rule-based and machine learning approaches, this study proposes a novel hybrid scoring model that integrates Bidirectional Long Short-Term Memory (Bi LSTM), Transformer encoder, and Light Gradient Boosting Machine (Light GBM). Leveraging the Deep Essays Dataset from Kaggle, which comprises diverse student populations with human-annotated scores, the proposed model undergoes a multi-stage process involving deep text preprocessing, shallow and semantic feature extraction, and context representation fusion facilitated by Bi LSTM and Transformer layers. The extracted features are then fed into a Light GBM regressor to predict final scores. Experimental results on large-scale data demonstrate that the hybrid model significantly outperforms existing methods in terms of Root Mean Squared Error (RMSE), Mean Absolute Error (MAE), and Pearson correlation metrics. Moreover, the model's accuracy, precision, recall, and F1-score consistently exceed 99%, indicating its stability. Graphical analysis using Receiver Operating Characteristic (ROC) and Precision-Recall (PR) plots further underscores the robustness of the system. The findings validate the efficacy of combining deep neural networks and gradient boosting to identify linguistic and semantic patterns in essays, thereby paving the way for fair, reliable, and scalable assessment in English education.",factual,0.6467889908256881,0.4055299539170507,0.5504587155963302,0.6069400135890217,221,215
